cycle,sim_ns,rst_n,s0_sample_seq_axi,s0_seq_pre,s1_valid_s1,s1_distance,s1_approach_speed,s1_gyro_z,s1_accel_z,s1_temperature,s1_humidity,s1_lux,s1_delta_distance,s1_delta_gyro_z,s1_delta_accel_z,s1_delta_temp,s1_pred_gyro_z_1,s1_pred_distance,s1_gyro_z_x_S_GYR,s2_range_err,s2_jump_err,s2_stuck_err,s2_noise_err,s2_timeout_err,s2_timeout_phase_cnt,s2b_cons_gyro_z,s2b_cons_accel_x,s2b_cons_distance,s3_rel_distance,s3_rel_gyro_z,s3_rel_accel_z,s3_rel_temp,s3_rel_hum,s4_collision,s4_road_A,s4_road_B,s4_vision_A,s4_posture_C,s4e_collision,s4e_road_A,s4e_road_B,s4e_vision_A,s4e_posture_C,s5_eff_road_A,s5_eff_posture_C,s5_col_brake,s5_road_B_brake,s5_surface_cap,s5_lateral_cap,s5_brake_cap,s5_requested_brake,s5_final_brake,s5_final_accel,s5_td,s5_mrm,s5_hud,s5_td_remain,s5_valid_out
0,5000,0,x,x,x,X,X,x,x,x,X,X,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,x,x,15,15,15,x,x,x,x,x,0,x,x
111,1115000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
112,1125000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,32,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
113,1135000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
114,1145000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
115,1155000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,35,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
116,1165000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
117,1175000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,37,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
118,1185000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,38,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
119,1195000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
120,1205000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
121,1215000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,41,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
122,1225000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
123,1235000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,43,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
124,1245000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,44,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
125,1255000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,45,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
126,1265000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,46,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
127,1275000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,47,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
128,1285000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,48,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
129,1295000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,49,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
130,1305000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,50,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
131,1315000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,51,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
132,1325000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,52,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
133,1335000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,53,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
134,1345000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,54,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
135,1355000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,55,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
136,1365000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,56,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
137,1375000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,57,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
138,1385000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,58,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
139,1395000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,59,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
140,1405000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,60,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
141,1415000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,61,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
142,1425000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,62,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
143,1435000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,63,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
144,1445000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,64,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
145,1455000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,65,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
146,1465000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,66,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
147,1475000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,67,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
148,1485000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,68,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
149,1495000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,69,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
150,1505000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,70,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
151,1515000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,71,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
152,1525000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,72,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
153,1535000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,73,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
154,1545000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,74,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
155,1555000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,75,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
156,1565000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,76,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
157,1575000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,77,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
158,1585000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,78,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
159,1595000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,79,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
160,1605000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,80,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
161,1615000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,81,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
162,1625000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,82,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
163,1635000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,83,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
164,1645000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,84,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
165,1655000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,85,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
166,1665000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,86,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
167,1675000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,87,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
168,1685000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,88,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
169,1695000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,89,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
170,1705000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,90,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
171,1715000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,91,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
172,1725000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,92,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
173,1735000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,93,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
174,1745000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,94,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
175,1755000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,95,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
176,1765000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,96,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
177,1775000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,97,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
178,1785000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,98,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
179,1795000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,99,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
180,1805000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
181,1815000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,101,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
182,1825000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,102,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
183,1835000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,103,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
184,1845000,1,1,1,0,20000,0,1,978,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,104,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
185,1855000,1,1,1,0,20000,0,1,977,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,105,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
186,1865000,1,1,1,0,20000,0,1,977,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,106,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
187,1875000,1,1,1,0,20000,0,1,977,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,107,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
188,1885000,1,1,1,0,20000,0,1,977,219,39,30016,20000,1,978,219,0,0,1024,0,0,0,769,0,108,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
189,1895000,1,1,1,0,20000,0,-1,977,219,39,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,109,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
190,1905000,1,1,1,0,20000,0,-1,977,219,39,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,110,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
191,1915000,1,1,1,0,20000,0,-1,977,219,39,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,111,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
192,1925000,1,1,1,0,20000,0,-1,977,219,39,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,112,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
193,1935000,1,1,1,0,20000,0,-1,977,219,39,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,113,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
194,1945000,1,1,1,0,20000,0,-1,977,219,39,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,114,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
195,1955000,1,1,1,0,20000,0,-1,977,219,39,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,115,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
196,1965000,1,1,1,0,20000,0,-1,977,219,39,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,116,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
197,1975000,1,1,1,0,20000,0,-1,977,219,39,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,117,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
198,1985000,1,1,1,0,20000,0,-1,977,219,39,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,118,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
199,1995000,1,1,1,0,20000,0,-1,977,219,39,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,119,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
200,2005000,1,1,1,0,20000,0,-1,977,219,39,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,120,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
201,2015000,1,1,1,0,20000,0,-1,977,219,38,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,121,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
202,2025000,1,1,1,0,20000,0,-1,977,219,38,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,122,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
203,2035000,1,1,1,0,20000,0,-1,977,219,38,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,123,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
204,2045000,1,1,1,0,20000,0,-1,977,219,38,30016,20000,1,978,219,0,0,-1024,0,0,0,769,0,124,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
205,2055000,1,1,1,0,20000,0,-1,977,219,38,30021,20000,1,978,219,0,0,-1024,0,0,0,769,0,125,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
206,2065000,1,1,1,0,20000,0,-1,977,219,38,30021,20000,1,978,219,0,0,-1024,0,0,0,769,0,126,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
207,2075000,1,1,1,0,20000,0,-1,977,219,38,30021,20000,1,978,219,0,0,-1024,0,0,0,769,0,127,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
208,2085000,1,1,1,0,20000,0,-1,977,219,38,30021,20000,1,978,219,0,0,-1024,0,0,0,769,0,128,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
209,2095000,1,1,1,0,20000,0,-1,977,219,38,30021,20000,1,978,219,0,0,-1024,0,0,0,769,0,129,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
210,2105000,1,1,1,0,20000,0,-1,977,219,38,30021,20000,1,978,219,0,0,-1024,0,0,0,769,0,130,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
211,2115000,1,1,1,0,20000,0,-1,977,219,38,30021,20000,1,978,219,0,0,-1024,0,0,0,769,0,131,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
212,2125000,1,1,1,0,20000,0,-1,977,219,38,30021,20000,1,978,219,0,0,-1024,0,0,0,769,0,132,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
213,2135000,1,1,1,0,20000,0,-1,977,219,38,30021,20000,1,978,219,0,0,-1024,0,0,0,769,0,133,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
214,2145000,1,1,1,0,20000,0,-1,977,219,38,30021,20000,1,978,219,0,0,-1024,0,0,0,769,0,134,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
215,2155000,1,1,1,0,20000,0,-1,977,219,38,30021,20000,1,978,219,0,0,-1024,0,0,0,769,0,135,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
216,2165000,1,1,1,0,20000,0,-1,977,219,38,30021,20000,1,978,219,0,0,-1024,0,0,0,769,0,136,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
217,2175000,1,2,2,0,20000,0,-1,977,219,38,30021,20000,1,978,219,0,0,-1024,0,0,0,769,0,137,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,15,0,0,8,0,0,0,11,0
